id,seq,line,newspaper,month,day,page,column,type,init
750,seq111,27,L,8,12,4,5,""," - Arlington, Leon, and Kelley's minstrels appear"
751,seq111,30,L,8,30,4,5,"", - The Martinetti troupe gave an excellent performance .
752,seq111,32,L,8,31,4,4,"", - The Ravel Martinetti troupe presents a French
753,seq111,36,L,9,3,1,8,adv," - Amusements for the people at Brainard's hall,"
754,seq112,4,L,9,8,4,5,""," - THE GREEN MONSTER, presented by Martinetti-"
755,seq112,7,L,11,15,4,8,adv, - Brainard's hall for positively eight days
756,seq112,12,L,11,18,4,4,"", - Brainard's hall was packed last night to hear the
757,seq112,20,H,11,25,1,2,ed, - The great war show at Brainard's hall attract-
758,seq112,26,L,11,26,4,2,""," - The readings given by Evelyn Evans last evening,"
759,seq112,33,L,12,19,4,3,"", - Simcoe Lee was presented with an elegant goid
760,seq112,38,L,12,20,4,7,adv," - The National Combination and Wariety show,"
761,seq112,42,L,12,23,4,5,""," - The celebrated Professor J. W. McAllister, world-"
762,seq113,4,L,12,24,4,8,adv, - Evans and company's monster gift show in
763,seq113,13,L,2,5,2,1,ed," - ""There is a logic of events by which nations"
764,seq113,21,L,3,11,2,2,ed, - Austrians and Prussians with bold leadership
765,seq113,28,L,7,14,2,1,ed," - When time London conference, which assembled"
766,seq113,35,L,8,10,2,2,ed," - ""The most engrossing subject of comment in"
767,seq114,4,L,8,16,2,2,ed, - Reports from Europe are to the effect that a
768,seq114,9,L,8,25,2,3,ed," - The Danish war, just closed, seems to Americans"
769,seq114,14,L,12,21,2,1,ed, - The aggregate liabilities of the European
770,seq114,19,L,7,6,2,1,ed, - Americans are very much interested in Captain
772,seq114,29,L,8,13,4,3,""," - Thomas R. Clinton, Esq., formerly of Buffalo, has"
773,seq114,32,L,5,28,2,4,ed, - Senor Arguelles was arrested in New York by
774,seq115,4,L,6,4,2,1,ed, - The captain general of Cuba gave thanks to
775,seq115,12,L,6,9,2,4,ed, - The New York TIMES expresses sympathy with the
776,seq116,4,L,9,12,4,5,"", - The eighteenth annual fair of the Cuyahoga
777,seq116,9,L,9,29,4,3,"", - The eighteenth Cuyahoga county fair opened Sept.
778,seq116,25,L,9,30,2,2,""," - At the close of exercises all vegetables, fruit,"
779,seq116,28,L,9,30,4,3,"",", 4 - Thomas Farnsworth's combination washing, wringing"
780,seq116,34,L,10,1,4,3,"", - The Cuyahoga county fair closed yesterday. Several
781,seq116,39,L,1,6,4,5,"",",6 - Various committees connected with the departments"
782,seq116,42,L,1,7,4,3,""," - The committee on tables and table furniture, of the"
783,seq117,4,L,1,9,4,2,""," - Additions to the building, manufacturing and"
784,seq117,7,L,1,9,3,2,"",", 3,4 - The great Northern Ohio Sanitary fair will open"
786,seq117,32,L,1,16,2,3,ed,",4 - Committees in charge of arrangements for the"
787,seq117,39,L,1,16,4,3,"", - A fair and festival opens today at the new armory
788,seq117,41,L,1,16,4,4,"", - Because of unavoidable delay in finishing the
789,seq118,4,L,1,19,4,3,"", - Sanitary fair buildings are beginning to be built to-
790,seq118,7,L,1,21,4,5,"", - The west side fair for the relief of soldiers' fam-
791,seq118,12,L,1,23,2,3,""," - The work of the building committee, suspended during"
792,seq118,16,L,1,30,2,3,"",-5 - Buildings erected on the Public Square for the
793,seq118,29,L,2,1,4,3,"","-5 – Some 300 Cleveland companies donated food, cloth-"
794,seq118,32,L,2,2,4,5,""," - At a meeting of the committee on war memorials, relics"
795,seq118,36,L,2,4,4,2,"", – F. R. Elliott of the floral hall at the Sanitary fair
796,seq118,38,L,2,6,2,3,"",", 4 - Miss Anna E. Dickinson will lecture at the Cleveland"
797,seq119,8,L,2,7,4,5,""," - At a meeting of the committee on war memorials, rel-"
798,seq119,11,L,2,9,4,4,"", - At a meeting of the mercantile committee of the San-
799,seq119,15,L,2,9,4,3,"", - At a meeting cf the committee of arrangements for
800,seq119,21,L,2,10,4,5,"", - The following ladies were elected on a sub-committee
801,seq119,25,L,2,11,2,3,"", - The winter aspect of busy streets downtown is invaded
802,seq119,29,L,2,11,2,3,""," - An autograph collection, received from Cincinnati for"
803,seq119,33,L,2,13,2,3,"",",4 - The Northern Ohio Sanitary fair buildings on the"
804,seq120,7,L,2,13,4,3,""," - Mayor I. U. Masters says: ""All boarding houses and"
805,seq120,10,L,2,18,4,2,"", - General Garfield accepts the invitation to speak at
806,seq120,13,L,2,20,2,3,"",", 4 - The Ohio Sanitary fair, without postponement, will"
807,seq120,25,L,2,20,4,3,"", - The 14th Ohio's battle-scarred flags were secured
808,seq120,31,L,2,20,4,4,"", - The Ohio legislature accepted the invitation to be
809,seq120,34,L,2,22,2,2,"",", 5 - The Sanitary fair will have its grand opening to-"
810,seq120,44,H,2,23,1,3,"", - Cleveland donors to the committee on machinery and
811,seq121,7,H,2,23,3,1,"", - The tableaux and music performance will take place
812,seq121,11,H,2,23,1,3,""," - The Commercial Mutual Insurance co. of Cleveland,"
813,seq121,14,H,2,23,1,4,""," - ""In our description on Feb. 20 of the decoration of"
814,seq121,19,H,2,23,3,1,"", - The fancy dress party to be held tomorrow will be a
815,seq121,21,H,2,23,1,4,"", - The sub-commuittees for appraising fancy articles dur-
816,seq121,24,H,2,23,2,2,"",", 6 - The weather was bright and clear yesterday for"
817,seq121,40,H,2,23,2,6,"", - The second day of the fair opened bright and beauti-
818,seq122,7,H,2,23,3,1,""," – About 100 men of Co. ""E,"" 128th regiment, under the"
819,seq122,10,L,2,24,2,1,ed, - Beautiful weather with plenty of sunshine attend-
820,seq122,17,L,2,25,2,2,"",",4; 3/2, 6 - A beautiful sunny day greeted the fair yes-"
821,seq123,4,L,2,26,4,3,"",-6 - This is the fourth day the Sanitary fair has been
822,seq123,20,L,2,29,4,3,"",",4 - Miss Waughan gave a splendid performance in the tab-"
823,seq123,27,L,3,1,4,2,ed, - The HONEYMOON was excellently played on the
824,seq123,36,L,3,2,4,2,"",", 3 - Mr. Griffith of New York, the celebrated billiard"
825,seq123,45,L,3,3,3,2,""," - George Elliot of London contributed 1,000 tors of coal"
827,seq124,13,L,3,4,4,3,"", - The Sanitary fair held the greatest attendance to-
828,seq124,22,L,3,5,4,3,"",", 4 - The Welsh choir will give a concert in the audience"
829,seq124,31,L,3,7,4,3,"",", 4 - Cash receipts for the Sanitary fair amount to"
830,seq124,42,L,3,9,4,3,"",",4 - The amateur theatricals, MARRIED LIFE AND THE"
831,seq125,4,L,3,10,4,3,"",", 4 - The Sanitary fair closes today. A gentleman"
832,seq125,9,L,3,11,4,2,"", - The Sanitary fair is over. The management of un-
833,seq125,14,L,3,12,4,3,""," – The Sanitary fair GAZETTE, edited by Miss Mahan"
834,seq125,18,L,3,15,4,2,""," - Yesterday, we found Messrs. Chapin, Edwards and"
836,seq125,26,L,3,17,4,2,"", - The Sanitary fair building was sold at auction.
837,seq125,31,L,4,8,4,3,"", – The report of the treasurer of the Northern Ohio
838,seq125,39,L,5,26,2,1,ed, - The Philadelphia Sanitary fair starts June 7. -
839,seq125,42,L,6,7,1,1,ed," - Receipts of the Pittsburgh fair exceed $100,000."
841,seq126,9,L,7,7,3,6,adv, - Cleveland Agricultural Works.
842,seq126,15,L,1,15,2,4,"", - John W. Copeland of Cuyahoga county raised and fat-
843,seq126,21,L,2,5,4,3,"", - There is now help for poor gentlemen sitting behind
844,seq126,26,L,7,13,3,2,ed," - The World's Health association, composed of a"
845,seq126,31,L,8,13,1,3,ed, - The calculations made on the subject of crino-
846,seq126,36,L,12,15,2,2,ed," - The ladies of Paris, not content with dyeing"
847,seq126,40,L,2,8,4,2,"", - Messrs. Sheehan and Lace quarreled in a saloon on .
848,seq127,4,L,2,15,4,2,"", - Union lane was the scene of a fight between George
849,seq127,8,L,9,2,3,2,"", - Levi Miller was arrested yesterday on a charge of
850,seq127,12,L,7,16,2,1,ed, - In the commercial and financial transactions
852,seq127,26,L,3,2,4,3,""," - Engine hose companies Nos. 1, 2, and 4 of our steam"
853,seq127,30,L,4,20,4,5,"", - The city council met and transacted the following
854,seq127,37,L,4,22,4,2,""," - A new steam fire engine arrived from Seneca Falls,"
855,seq127,40,L,4,29,4,4,"", - City council met and transacted the following busi-
856,seq128,4,L,7,4,4,3,"", - Fire Engineer Hill announces that a trial of all
857,seq128,7,H,7,5,3,4,"", - The display of steam fire engines took place yester-
858,seq128,11,L,7,6,4,6,""," - Interested spectators crowded the Square, Superior"
859,seq128,15,L,7,21,4,3,"", - The city council adopted the following resolution:
860,seq128,19,H,8,5,3,3,"", - The fire engine of Live Oak company No. 1 has been
862,seq128,24,L,5,25,4,5,"", - The following resolution presented by Mr. Townsend
863,seq128,28,L,7,14,4,4,"", - Chief Engineer Hill recommends the Providence
864,seq128,38,L,7,16,4,3,"", - Chief Engineer Hill reports to the city council
865,seq129,4,L,8,6,4,2,""," - The city council, at its last meeting adopted"
866,seq129,7,L,12,6,4,5,"", - Delegates from the Pittsburgh Firemen's associa-
867,seq129,13,L,12,21,4,3,"", - A delegation from the Buffalo fire department came
868,seq129,18,L,1,7,4,2,""," - A saloon on River st. known as ""Travellers Home,"""
869,seq129,20,L,1,22,4,2,ed, - Many lives were lost in a building in Chili
870,seq129,24,L,1,27,4,2,"", - Four barns were destroyed when a fire broke out
871,seq129,28,L,2,15,2,6,""," - A violent, destructive fire broke out last night"
872,seq129,32,L,2,16,4,2,""," - Fire broke out in Wiseman's carpenter shop, com-"
873,seq129,34,L,2,17,4,2,""," - Engines Nos. 1, 2, and 3 saved a house on Scoville"
874,seq129,37,L,2,24,4,6,"", - Fire broke out in the guard house at Camp Cleve-
875,seq130,4,L,3,3,4,4,""," - A frame barn at the rear of 17 Jersey st., owned"
876,seq130,7,L,3,3,4,4,"", - The steam tug WILLIAM B. CASTLE was being painted
877,seq130,10,L,3,21,4,2,"", - Two policemen found a fire in Schmidt's shoe store on
878,seq130,13,L,3,24,4,2,""," - A servant girl at 107 Erie st., who had the habit"
879,seq130,16,L,3,30,4,3,"", - The roof of the planing mill of Slaght and
880,seq130,19,L,4,19,4,2,""," - A saloon owned by James Dunn, on the east side of"
881,seq130,21,L,4,25,4,2,""," - An unoccupied building opposite the Cleveland Mills,"
882,seq130,25,L,4,27,4,2,""," - A fire alarm was given, and flames were seen dis-"
883,seq130,28,L,5,9,4,2,"", - Fire broke out in the paint shop of John Dunnon on
884,seq130,30,L,5,23,4,2,"", - Chapin's packing house took fire on May 21. Work-
885,seq130,33,L,6,13,4,2,""," - The building owned by James Jones, at 30 Laurel"
886,seq130,36,L,6,14,4,2,""," - A flat car owned by Rodney Gale, and loaded with"
887,seq131,4,L,6,18,4,5,""," - Dutton mill on St. Clair st., owned by Christopher ."
888,seq131,6,L,6,22,4,2,""," - The home of James Greene on Garden st., was totally."
889,seq131,8,L,6,23,4,2,""," - The engine room of the propeller PACIFIC, lying in . ."
890,seq131,10,L,6,24,4,3,""," - Fire broke out at 319 Kinsman st., in a building . ."
891,seq131,13,H,7,5,3,7,""," - On July 3, a row of five one-story frame buildings . . ."
892,seq131,20,L,7,15,3,3,ed," - Fire destroyed the buildings at 457, 459, 463,"
893,seq131,25,L,7,19,2,1,""," - A fire, supposedly caused by sparks, did $2,000"
894,seq131,29,L,7,20,4,2,""," - A fire, believed to be started by an incendiary ."
895,seq131,33,L,7,21,4,2,"", - Sparks from a locomotive engaged in hauling cars -
896,seq131,38,L,7,23,4,3,"", - The tannery of Baker and Bowen caught fire yester-. . . .
897,seq131,41,L,7,27,4,3,"", - Fire destroyed the blacksmith shop of the Iron Ro11-
898,seq132,4,L,8,8,4,3,"", - A fire of undetermined origin destroyed the build-
899,seq132,11,L,8,9,4,2,"", - A fire damaged Newberry's manufactory of concen.
900,seq132,14,L,8,23,4,4,"", - A fire from an over-heated stove destroyed the
901,seq132,17,L,8,31,4,2,"", - A fire destroyed the copper shop owned by George - -
902,seq132,19,L,9,21,4,4,""," - A building owned by M. Alford, 8 Middle st.,"
903,seq132,21,L,9,26,4,2,"", - A fire started in the Western Union Telegraph
904,seq132,25,L,10,15,4,3,"", – Fire broke cut in the Coal Oil Refinery of Capt.
905,seq132,28,L,10,28,4,5,""," - Fire broke out in a frame barn on Lake st., near"
906,seq132,32,L,11,22,2,2,"", - Fire damaged a frame dwelling house yesterday at
907,seq132,34,L,11,23,4,2,"", - Fire was discovered Nov. 21 at Humiston's insti-
908,seq132,36,L,11,24,4,4,""," - The Atlantic and Great Western passenger depot,"
909,seq133,4,H,11,25,3,3,"", - In yesterday's notice of the burning of the
910,seq133,11,L,12,1,2,2,""," - On Nov. 28, the saw mill, grist mill, and barn of"
911,seq133,14,L,12,12,4,4,"", - Fire destroyed the coffin and furniture establish-
912,seq133,17,L,12,20,4,2,"", - A fire was discovered on the roof of Ives' brewery
913,seq133,20,L,12,21,4,4,""," - Fire, originating frcm a defective flue partially"
914,seq133,23,L,12,28,4,2,""," - Fire at the Pot Ashery of Edward S. Abell, Eagle"
915,seq133,25,L,12,30,4,2,""," - Fire damaged the oil refinery owned by Major Smith,"
916,seq133,29,L,2,10,4,5,""," - Benjamin Sandels was indicted by the grand jury,"
917,seq133,35,L,4,1,4,2,"", - Butchers in the market tried to sell a large amount
918,seq133,38,L,5,11,4,5,"", - The following resolution presented by Mr. Bond was
919,seq134,4,L,8,19,4,4,"", - The board of trade has adopted rules for inspec-
920,seq134,8,L,3,4,3,2,ed, - Dandel ion coffee is advertised for sale in many
921,seq134,14,L,9,29,4,3,"", - Varieties of the choicest kinds of grapes are on
922,seq134,20,L,6,10,4,2,""," - Three west side people were poisoned yesterday, by"
923,seq134,25,L,2,6,4,3,"", - The publication of names of men exempt from war be-
924,seq134,28,L,12,2,2,3,ed," - ""More than forty-seven per cent of the popula-"
925,seq134,34,L,3,2,2,1,ed, - Radical Germans here are men whose political
927,seq135,11,L,3,18,4,4,""," - Yesterday, St. Patrick's day, was celebrated by"
928,seq135,15,L,9,19,4,2,"", - A railroad excursion to aid the cause of Irish
929,seq135,21,L,11,9,4,2,"", - The following officers were elected at a meeting of .
930,seq135,25,H,11,25,1,3,"", - The nineteenth annual festival of St. Andrew's
931,seq135,27,L,12,1,4,4,"",", 5 - The St. Andrew's society celebrated its 19th"
932,seq136,5,L,12,31,4,3,"", - The Mutual Benefit society of the Manxmen celebrat-
933,seq136,15,L,1,14,2,3,ed, - The New York TIMES states that President Lin-
934,seq136,21,L,1,27,2,2,ed, - The people will read with gratification
935,seq136,31,L,2,22,2,3,ed, - Secretary Seward makes a claim for damages
936,seq136,38,L,3,3,2,1,ed," - Seward's note of July 11, 1863 to Adams has"
937,seq137,4,L,7,9,2,1,ed, - War must be declared with England if she con-
938,seq137,7,L,10,8,2,2,ed, - News of Union triumphs have caused consterna-
939,seq137,11,L,10,19,2,1,ed, - No man who is conversant with the present atti-
940,seq137,23,L,2,22,2,3,ed, - The queen's speech in the English parliament ex-
941,seq137,29,L,11,5,2,1,ed, - It is becoming more evident that the followers
942,seq137,37,L,12,15,2,1,ed, - Much has been said about British and Canadian
943,seq138,4,L,12,16,2,1,ed, - The reported sensation in Canada over the re-
944,seq138,10,L,12,19,2,2,ed," - Order No. 97 issued by General Dix, relating"
945,seq138,19,L,12,21,2,1,ed, - The release of the St. Albans raiders by the
946,seq138,26,H,12,27,2,2,ed, - Our Canadian neighbors are shielding and
947,seq138,37,H,12,29,4,1,ed, - There have been Canadian movements to suppress
948,seq138,42,L,8,9,2,2,ed, - In order that our country should be represented
949,seq139,7,L,1,21,2,1,ed, - His supreme highness is about to leave France
950,seq139,15,L,2,13,2,2,ed, - News from Mexico asserts the triumph of .
951,seq139,20,L,4,5,2,1,ed, - The Monroe doctrine is to be vindicated. The .
952,seq139,24,L,4,7,2,2,ed, - Maximilian is to ascend the Mexican throne and . . . . .
953,seq139,28,L,4,7,2,2,ed, - An English journal thinks Napoleon has made
954,seq139,34,L,4,8,2,2,ed," - Sumner, chairman on foreign relations in the"
955,seq139,39,L,5,5,2,1,ed," - ""Since the death of Napoleon the elder, there -"
956,seq140,30,L,5,28,2,2,ed," - The President directed Dayton, our minister to"
957,seq140,37,L,6,17,2,2,ed," - Maximilian and his wife landed in Mexico,"
958,seq140,45,L,6,18,2,2,ed, - The Paris correspondent of the London TIMES
959,seq141,7,L,12,20,2,1,ed," - ""Foreign advices represent that France is in a"
960,seq141,15,L,6,13,2,3,ed," - Dahlgren, who was killed in the war, is"
961,seq141,21,L,7,27,4,2,"", - Mary McCollaugh was arrested yesterday and charged
962,seq141,24,L,9,6,1,2,adv," - Mademoiselle Arabella Hunter, planet reader"
963,seq141,29,L,6,2,2,2,ed, - Louis Napoleon's lack of warlike spirit is
934,seq141,33,L,4,4,4,3,""," - Charles Willard, a well-known thief, offered a - sº-"
965,seq141,39,L,4,18,4,2,""," - The examination of Bridget Duffy, wife of Patrick"
966,seq142,4,L,5,12,4,3,""," - Two men shook a Negro down for $27, claiming that"
967,seq142,8,L,5,18,4,2,"", - A drayman drove up to the boarding house of Harry
958,seq142,13,L,5,30,4,2,"", - Abraham Katzenstein was examined before U. S.
969,seq142,16,L,9,10,4,4,"", - A man claiming to be Captain Butler and wearing
970,seq142,21,L,11,29,4,4,""," - Several weeks ago a firm by the name of ""Albert"
971,seq142,33,L,4,6,4,2,""," - The funeral of Lucilius Leach, who was killed by"
972,seq142,36,L,5,23,4,5,"", - The funeral of Mrs. A. G. Russell will take place
973,seq142,39,L,6,6,4,3,"", - The funerals of Captains Hutchinson and Philpot
975,seq143,4,L,2,22,4,5,""," - Frances Scott, the notorious negress who kept a"
976,seq143,6,L,3,21,4,2,""," - Thomas Davis, an Ethiopian who keeps a den on"
977,seq143,8,L,3,28,4,3,"", - A dog fight was staged on the river bank at the
978,seq143,11,L,4,8,2,2,ed," - Hammett and Company of Covington, Ky., propose"
979,seq143,19,L,8,2,2,1,ed," - ""There has been no better symptom of a healthy"
980,seq143,39,L,1,25,4,2,"", - Wizeman's billiard saloon in the Empire billiard
981,seq144,4,L,1,15,4,4,"", - Phil Tieman of the LEADER was dispatched to Cin-
982,seq144,8,L,2,10,4,2,"", - A billiard match was played between Mr. Finch and
983,seq144,12,L,2,12,4,2,"", - The billiard match in McGrath's saloon between Mr.
984,seq144,15,L,2,15,2,2,"", - In the billiard match between Messrs. Frink and
985,seq144,18,L,3,5,2,1,"", - A billiard match was held between Messrs. Coon and
986,seq144,21,L,3,12,4,2,""," - Charlie Frink, well-known billiard player in Cleve-"
987,seq144,24,L,3,24,4,2,""," - A billiard match, 500 points carom, $500 up, came"
988,seq144,27,L,3,25,4,4,"", - A billiard match was held at McGrath's rooms on
989,seq144,31,L,4,4,4,5,"", - A match of billiards between John Coon of Cleveland
990,seq144,35,L,5,6,4,2,"", - The billiard match yesterday at Wizeman's saloon be-
991,seq145,5,l,12,28,4,2,"", - A cock fight between Cleveland and Pennsylvania
992,seq145,9,L,6,4,4,3,"", - Now the fish fever is at its culmination. Quite
993,seq145,13,L,5,26,4,3,"", - The trotting match set to come off at the county .
994,seq145,17,L,6,14,4,5,"", - There will be a trotting match this afternoon - - -
995,seq145,19,L,6,30,4,3,"", - Two trotting matches are to take place the Fourth
997,seq145,24,L,7,6,4,6,"", - The races at the county fair grounds were well
998,seq145,26,L,7,8,4,5,"", - A pacing contest between two well-known horses
999,seq145,28,L,7,18,4,5,"", - A pacing race takes place tomorrow at the county.
1000,seq145,31,L,8,10,4,2,"", - A pacing match at the county fair grounds was
1001,seq145,35,L,8,13,4,4,""," - A trotting match took place yesterday at the "" ' """
1002,seq146,4,L,10,13,4,3,""," - ""Lady Riley"" and ""Morrissey"" were entered in a"
1003,seq146,8,L,10,14,4,3,"", - Much betting was done at the trotting races
1004,seq146,13,L,10,15,4,3,""," - ""Lady Riley"" won three heats in the trotting"
1005,seq146,18,L,10,17,4,5,"", - The last day of the trotting races was Oct. 15.
1006,seq146,22,L,12,16,4,4,"", - The skating park will open for the season to-
1007,seq146,28,L,1,21,4,3,"", - Sleighing yesterday was precarious because of
1008,seq146,33,L,11,25,1,4,"", - Sleighs were seen flying around quite lively all
1009,seq146,35,L,11,25,1,4,"", - The boys were out in full force yesterday with
1010,seq146,39,L,8,6,4,2,ed," - A bathing party, recently organized, will"
1011,seq147,11,L,1,1,4,5,""," - H. F. Brayton, Col. C. H. Payne, Col. C. C. Goddard,"
1012,seq147,15,L,4,26,4,3,""," – E. W. Brooks, of S. S. and E. W. Brooks, was"
1013,seq147,19,H,12,27,1,2,"", - Manager John Ellsler was presented with a beauti-
1014,seq147,25,H,12,27,3,2,"", - On Dec. 24 the employes of Smith and Curtiss pre-
1015,seq147,30,L,2,15,2,3,ed, - The chances of amassing wealth in the Idaho
1016,seq148,4,L,1,19,4,2,adv," - Fleming and Ney, a new and enterprising firm,"
1017,seq148,7,L,6,7,4,2,adv, - Ensign and Hanscom sell choice family groceries
1018,seq148,17,L,7,1,3,3,adv,""
1019,seq148,20,L,7,1,2,7,adv," - Teas of the finest quality: Sugar, coffee,"
1020,seq148,22,L,7,1,2,7,adv," - Coffees, sugars, teas, tobacco and segars; pepper"
1021,seq148,25,L,7,1,2,7,adv," - Grocer & Provision Dealer in Salt, Fish, Flour,"
1022,seq148,27,L,12,1,2,2,"", - Much activity was shown yesterday on Ontario st. in
1025,seq149,11,L,2,3,4,3,""," - The following resclution, presented by Mr. Willard,"
1026,seq149,16,L,6,3,4,2,"", - A horse became frightened on Franklin st. and
1027,seq149,20,L,10,26,4,5,"", - Members of the board of trade with other citi-
1028,seq149,28,L,4,4,4,3,"", - The other day a gentleman rushed into the LEADER
1029,seq149,34,L,1,1,2,1,ed, - The new year has arrived. Great progress has
1030,seq149,44,L,2,15,4,6,"", - The city council is given a petition to postpone
1031,seq150,6,L,3,26,4,4,""," - Easter is derived from the celtic word ""Osterna,"""
1032,seq150,10,L,7,4,4,3,ed," - ""The people of this world unite in celebrating"
1033,seq150,19,L,7,4,4,6,"", - Colonel Frank Sawyer of the 8th Ohio regiment will
1034,seq150,21,H,7,5,1,4,"", - The steamer CITY OF CLEVELAND went out on two ex-
1035,seq150,24,H,7,5,3,1,"","-4 - The Fourth of July, 1864, will be remembered in"
1036,seq150,43,H,7,5,3,7,"", - The oration delivered by George Wiley yesterday
1037,seq151,4,H,7,5,3,7,""," - The city has seldom, if ever, been so quiet on"
1038,seq151,8,L,7,6,1,3,"",", 4/3-7 - Independence day was celebrated by a great"
1039,seq151,13,L,7,6,4,6,"", - A fine display of fireworks on the Square drew a
1040,seq151,16,L,7,6,4,8,ed," – ""Looking back on it we pronounce it a singu- -"
1041,seq151,18,L,8,5,3,3,""," - The national ""Fast"" was observed in Cleveland with"
1042,seq151,22,L,11,23,2,1,ed, - Tomorrow will be dedicated to the usual
1043,seq151,32,H,11,25,2,1,ed, - Cleveland solemnly observed Thanksgiving day.
1044,seq151,39,L,12,19,2,2,ed, - Preparations are being made to give Sherman's
1045,seq152,4,L,12,26,4,8,"", – A Christmas party will be given at Chapin's hall
1046,seq152,6,H,12,27,1,2,"", - All the churches were largely attended yesterday.
1047,seq152,10,L,2,29,2,2,ed," - John See, who is charged with murdering two"
1048,seq152,15,L,4,20,4,2,"", - Mr. Orthner and two other comrades of the 37th
1049,seq152,21,L,4,26,4,3,"", - William Sheridan was killed in an affray at Bed-
1050,seq152,24,L,5,21,4,3,"", - An indictment was presented by the grand jury of
1051,seq152,27,L,7,4,4,4,""," - The body of a young woman, presumably Lottie"
1052,seq152,30,H,7,5,1,3,"", - A coroner's inquest held in connection with the
1053,seq152,33,L,7,19,4,3,"", - An argument between an aged colored woman named
1054,seq152,37,L,8,9,2,2,ed," - Some weeks fgo, a man who committed a murder"
1055,seq153,6,L,11,7,4,4,"",", 5 - A fight which occurred in the saloon of Henry"
1056,seq153,17,L,11,10,2,1,"", - The city council last night passed a resolution
1057,seq153,21,L,11,30,4,2,"", - The body of a new-born infant was found on Nov.
1058,seq153,27,L,8,11,4,2,""," - An owner is wanted for a fine, large mare, light"
1059,seq153,31,L,2,3,4,3,"", - The following resolution presented by Mr. Thomas
1060,seq153,34,L,2,29,4,4,"", - The county infirmary is an asylum for the aged
1061,seq154,4,L,3,9,4,4,"",", 5 - The following resolution introduced by Mr."
1062,seq154,8,L,4,14,4,4,"", - The infirmary board has been authorized to sell
1063,seq154,11,L,6,18,4,5,""," - In a letter to the editor, Gustave C. E. Weber in"
1064,seq154,17,L,8,8,4,2,"", - A benefit excursion for the Cleveland Charity
1065,seq154,22,L,1,18,4,3,""," - The Weddell House, closed for more than a year,"
1066,seq154,26,L,1,20,4,4,"", - The Weddell House re-opened today. The main en-
1068,seq154,36,L,1,26,4,5,""," - Russell's Forest City House, With the Russell"
1069,seq154,41,L,2,8,4,3,""," - Colonel Ross, proprietor of Angier House, is re-"
1070,seq155,6,L,2,20,4,2,""," - The Angier House changed owners, having been pur-"
1071,seq155,9,L,4,22,4,2,""," - C. N. Noble, Esq., h is sold his one-fourth inter-"
1072,seq155,11,L,5,21,4,2,"", - The colored waiters at the Weddell House demanded
1073,seq155,15,L,9,10,4,4,"", - The amount of travel now coming through Cleve-
1074,seq155,19,L,8,27,4,5,"", - Dr. W. S. Streeter is building a beautiful ard º
1075,seq155,24,L,12,23,4,3,""," - ""The ""self wringing mop"" is being manufactured by"
1076,seq155,33,L,8,6,2,1,ed, - A large part of New York's population live
1077,seq156,4,L,8,22,2,2,ed, - The demand is great in most large cities for
1078,seq156,10,L,11,21,2,2,ed," - According to an official report, there are"
1079,seq156,18,L,1,7,2,1,ed, - In a recent issue the New York NEWS says
1080,seq156,32,L,3,17,2,1,ed," - Notwithstanding the condition of ""immigrants"""
1081,seq156,37,L,4,4,2,1,ed, - Thousands of skilled laborers in Europe want to
1082,seq156,42,L,4,26,2,1,ed, - The scarcity of labor has created a necessity
1083,seq157,7,L,7,1,2,2,ed," - Due to the large number of immigrants, a bureau"
1084,seq157,12,L,7,11,2,2,ed, - It is encouraging to see the enthusiasm which
1085,seq157,17,L,7,12,4,4,ed," - Reports that 10,000 Swiss immigrants await"
1086,seq157,21,L,7,13,3,2,ed, - The object of the American Emigrant co. is to
1087,seq157,26,L,8,22,3,2,ed, - The large and increasing emigration from Great
1088,seq158,6,L,1,18,4,4,adv," - The office of J. B. Merriam, agent for the Mu-"
1089,seq158,10,L,2,17,4,2,ed, - The PLAIN DEALER claims the insurance capital
1090,seq158,14,L,7,1,3,7,adv," - The Buckeye Mutual Insurance co., dealers in ."
1091,seq158,19,L,7,1,3,7,adv, – John G. Jennings is agent for the Charter Oak
1092,seq158,23,L,7,1,3,7,adv, - The Judd and Ensworth Insurance agency is located
1093,seq158,25,L,7,1,3,7,adv," - H. F. Brayton, insurance agent, has his office"
1094,seq158,27,L,8,20,1,2,ed,", 3 - Fire insurance has become a matter of course,"
1095,seq158,39,L,3,15,4,3,""," - During the performance of ""the afterpiece"" at the"
1096,seq159,6,L,6,29,2,2,ed," - Tom Hyer, ""the best looking prize fighter on ."
1097,seq159,14,L,6,14,4,3,"", - At the Forest City House a new churn is being ex-.
1098,seq159,17,L,11,7,4,5,"", - The following patents were granted through the office
1099,seq159,28,L,1,12,4,4,""," - The officers of the Cleveland Iron and Nail co.,"
1100,seq159,33,L,4,4,4,2,""," - Messrs. Coe, Ely, and Harmon have purchased a lot."
1101,seq159,37,L,6,7,4,2,""," - The Forest City Forge is being built by Messrs. Coe,"
1102,seq159,41,L,6,18,4,2,"", - Workmen of the spike shop connected with the Newburgh
1103,seq160,7,L,11,11,4,3,"", - Cleveland is making rapid advancement in the iron in-
1104,seq160,13,L,1,20,4,2,""," – The Cleveland Iron and Nail co., desiring better"
1105,seq160,18,L,5,20,4,3,"", - The annual meeting of stockholders of the Cleveland
1106,seq160,24,L,4,21,2,1,ed, - Garibaldi is in England. His reception upon
